exit_sd,n_trades,hold_p10,hold_p25,hold_p50,hold_p75,hold_p90,hold_mean,pct_max_hold_exits
0.0,2274,28.0,62.0,153.0,286.0,300.0,164.23175021987686,0.22515391380826738
0.5,2542,17.0,38.0,94.0,198.0,300.0,121.51848937844217,0.1003147128245476
1.0,3066,8.0,21.0,49.0,108.0,187.0,75.18460534898891,0.0182648401826484
1.5,4412,3.0,8.0,20.0,48.0,88.0,34.628966455122395,0.0
